,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1129,1595,42,M,19613,Célibataire,Consulting,Senior Manager,8,80,24,1,0,4,2,5,4,4,3,4,Non,22 %,Non,0,2,1,9,2,Autre,Y,Occasionnel,0,1
1130,1596,35,M,3407,Marié(e),Consulting,Consultant,1,80,10,10,9,2,4,2,3,4,2,3,Non,17 %,Non,2,3,1,28,3,Infra & Cloud,Y,Occasionnel,6,8
1131,1597,34,M,5063,Marié(e),Consulting,Manager,1,80,8,8,2,4,2,2,3,2,2,3,Non,14 %,Non,1,3,1,10,4,Entrepreunariat,Y,Frequent,7,7
1132,1598,40,F,4639,Marié(e),Commercial,Cadre Commercial,1,80,5,5,4,4,3,2,1,3,3,3,Non,15 %,Non,1,2,1,14,2,Infra & Cloud,Y,Occasionnel,1,2
1133,1599,43,M,4876,Divorcé(e),Consulting,Consultant,5,80,8,6,4,4,4,1,2,3,3,3,Non,12 %,Non,1,0,1,27,3,Entrepreunariat,Y,Occasionnel,0,2
1134,1601,35,M,2690,Marié(e),Consulting,Consultant,1,80,1,1,0,3,2,1,4,4,2,3,Non,18 %,Non,1,5,1,7,2,Infra & Cloud,Y,Occasionnel,0,1
1135,1602,46,M,17567,Célibataire,Commercial,Senior Manager,1,80,27,26,0,4,4,4,1,2,1,3,Non,15 %,Non,0,5,1,1,4,Infra & Cloud,Y,Occasionnel,0,12
1136,1604,28,M,2408,Marié(e),Consulting,Consultant,1,80,1,1,1,3,3,1,2,3,3,3,Oui,17 %,Oui,3,3,1,24,3,Transformation Digitale,Y,Occasionnel,0,0
1137,1605,22,F,2814,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,2,2,1,3,2,2,3,Oui,14 %,Non,0,2,1,26,2,Autre,Y,Aucun,1,3
1138,1606,50,M,11245,Marié(e),Consulting,Manager,2,80,32,30,8,2,3,4,3,3,3,3,Oui,15 %,Non,1,3,1,20,5,Transformation Digitale,Y,Frequent,12,13
1139,1607,32,F,3312,Marié(e),Consulting,Assistant de Direction,3,80,6,3,2,2,4,1,4,4,3,3,Non,17 %,Non,2,3,1,5,4,Autre,Y,Occasionnel,0,2
1140,1608,44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,80,23,22,7,2,3,5,4,4,2,3,Oui,14 %,Non,1,4,1,7,3,Transformation Digitale,Y,Occasionnel,1,10
1141,1609,30,M,2141,Marié(e),Consulting,Assistant de Direction,1,80,6,6,4,2,2,1,2,2,2,3,Non,12 %,Non,1,3,1,7,3,Transformation Digitale,Y,Occasionnel,1,1
1142,1611,45,F,5769,Célibataire,Consulting,Consultant,1,80,10,10,7,3,1,2,1,1,3,3,Oui,14 %,Non,0,3,1,5,5,Transformation Digitale,Y,Occasionnel,1,4
1143,1612,45,M,4385,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,1,2,2,1,1,3,3,Non,15 %,Non,1,2,1,26,3,Marketing,Y,Aucun,4,5
1144,1613,31,M,5332,Célibataire,Commercial,Cadre Commercial,7,80,10,5,2,4,3,2,1,4,3,3,Non,13 %,Non,0,3,1,2,4,Autre,Y,Frequent,0,3
1145,1614,36,F,4663,Marié(e),Consulting,Tech Lead,9,80,7,3,2,3,3,2,3,2,3,3,Oui,12 %,Non,2,2,1,12,4,Infra & Cloud,Y,Occasionnel,1,1
1146,1615,34,M,4724,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,3,4,2,4,1,3,3,Non,13 %,Non,1,3,1,10,4,Infra & Cloud,Y,Frequent,7,2
1147,1617,49,F,3211,Marié(e),Consulting,Consultant,1,80,10,9,6,3,3,1,1,4,2,3,Non,14 %,Non,1,3,1,25,4,Infra & Cloud,Y,Occasionnel,1,4
1148,1618,39,M,5377,Marié(e),Consulting,Tech Lead,2,80,10,7,7,2,3,2,1,4,3,3,Non,13 %,Non,3,3,1,10,5,Transformation Digitale,Y,Occasionnel,7,7
1149,1619,27,M,4066,Divorcé(e),Consulting,Consultant,1,80,7,7,7,4,2,1,1,1,3,3,Non,11 %,Non,2,3,1,19,3,Autre,Y,Occasionnel,0,7
1150,1621,35,M,5208,Marié(e),Consulting,Assistant de Direction,1,80,16,16,15,2,4,2,1,4,3,3,Non,11 %,Non,0,2,1,18,5,Infra & Cloud,Y,Occasionnel,1,10
1151,1622,28,F,4877,Divorcé(e),Consulting,Tech Lead,0,80,6,5,3,2,1,2,1,2,2,4,Non,21 %,Non,1,5,1,27,3,Transformation Digitale,Y,Occasionnel,0,0
1152,1623,21,M,3117,Célibataire,Consulting,Assistant de Direction,1,80,3,2,2,3,3,1,4,3,3,3,Non,18 %,Non,0,2,1,5,1,Transformation Digitale,Y,Occasionnel,2,2
1153,1624,18,F,1569,Célibataire,Commercial,Représentant Commercial,1,80,0,0,0,2,3,1,4,3,4,3,Oui,12 %,Oui,0,2,1,3,2,Transformation Digitale,Y,Frequent,0,0
1154,1625,47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,80,27,5,2,4,3,5,3,3,3,3,Non,11 %,Non,1,2,1,26,4,Infra & Cloud,Y,Occasionnel,1,0
1155,1627,39,M,3069,Divorcé(e),Consulting,Consultant,0,80,11,10,8,3,2,2,3,4,3,3,Non,15 %,Non,1,3,1,3,2,Transformation Digitale,Y,Occasionnel,0,7
1156,1628,40,F,10435,Marié(e),Consulting,Tech Lead,1,80,18,18,15,1,2,3,3,4,3,3,Non,13 %,Non,2,2,1,15,3,Infra & Cloud,Y,Occasionnel,14,12
1157,1630,35,F,4148,Marié(e),Consulting,Manager,1,80,15,14,11,3,3,2,3,4,3,3,Non,12 %,Non,1,5,1,8,4,Infra & Cloud,Y,Aucun,2,9
1158,1631,37,M,5768,Marié(e),Consulting,Tech Lead,3,80,9,4,3,3,3,2,3,1,2,3,Non,17 %,Non,3,2,1,19,3,Infra & Cloud,Y,Occasionnel,0,2
1159,1633,39,F,5042,Célibataire,Consulting,Tech Lead,0,80,10,9,2,1,3,2,3,4,1,3,Non,13 %,Non,0,2,1,4,3,Transformation Digitale,Y,Frequent,3,8
1160,1635,45,F,5770,Divorcé(e),Consulting,Tech Lead,1,80,10,10,7,4,2,2,4,1,3,3,Non,19 %,Non,2,3,1,2,2,Autre,Y,Occasionnel,3,9
1161,1638,38,F,7756,Marié(e),Consulting,Tech Lead,3,80,10,5,4,4,2,3,3,4,4,3,Oui,19 %,Non,1,6,1,2,2,Transformation Digitale,Y,Occasionnel,0,2
1162,1639,35,M,10306,Marié(e),Commercial,Cadre Commercial,9,80,15,13,12,4,2,3,1,3,3,3,Non,17 %,Oui,0,3,1,10,3,Transformation Digitale,Y,Occasionnel,6,0
1163,1640,37,F,3936,Marié(e),Consulting,Assistant de Direction,1,80,8,8,4,2,3,1,2,1,1,3,Non,11 %,Non,1,2,1,10,3,Transformation Digitale,Y,Occasionnel,7,7
1164,1641,40,F,7945,Célibataire,Consulting,Tech Lead,6,80,18,4,2,3,3,3,4,4,2,3,Oui,15 %,Non,0,2,1,16,3,Infra & Cloud,Y,Occasionnel,3,3
1165,1642,44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,7,1,3,2,4,3,3,3,Oui,11 %,Non,0,3,1,1,5,Ressources Humaines,Y,Frequent,0,2
1166,1644,48,M,15202,Marié(e),Consulting,Senior Manager,2,80,23,2,2,3,2,4,4,2,3,4,Non,25 %,Non,1,3,1,4,5,Transformation Digitale,Y,Frequent,2,2
1167,1645,35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,80,7,2,2,1,1,2,4,4,2,3,Oui,14 %,Oui,2,2,1,15,2,Transformation Digitale,Y,Occasionnel,2,2
1168,1646,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,80,6,6,3,1,3,1,4,3,3,3,Oui,13 %,Non,0,2,1,2,1,Entrepreunariat,Y,Frequent,1,3
1169,1647,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,80,5,3,2,2,4,1,3,1,3,3,Non,17 %,Non,0,0,1,8,3,Transformation Digitale,Y,Occasionnel,0,2
1170,1648,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,80,6,4,2,4,3,1,4,3,2,3,Non,13 %,Non,0,0,1,2,3,Transformation Digitale,Y,Frequent,1,2
1171,1649,40,M,2166,Célibataire,Consulting,Consultant,3,80,10,4,2,1,3,1,1,2,1,3,Oui,14 %,Oui,0,3,1,7,3,Infra & Cloud,Y,Occasionnel,0,3
1172,1650,29,M,5869,Célibataire,Commercial,Cadre Commercial,9,80,8,5,2,3,2,2,3,3,3,3,Non,11 %,Non,0,2,1,10,3,Transformation Digitale,Y,Occasionnel,1,4
1173,1651,36,F,8008,Marié(e),Consulting,Manager,4,80,9,3,2,2,3,3,1,3,3,3,Non,12 %,Non,2,6,1,5,4,Infra & Cloud,Y,Occasionnel,0,2
1174,1653,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,4,4,2,3,3,3,3,Non,17 %,Non,2,6,1,2,1,Infra & Cloud,Y,Frequent,0,7
1175,1654,39,M,5295,Marié(e),Consulting,Tech Lead,4,80,7,5,4,4,3,2,2,3,3,4,Non,21 %,Non,0,3,1,12,3,Transformation Digitale,Y,Occasionnel,1,0
1176,1655,49,F,16413,Marié(e),Consulting,Directeur Technique,3,80,27,4,2,1,3,4,2,2,3,3,Non,16 %,Non,2,2,1,22,4,Autre,Y,Occasionnel,1,2
1177,1656,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,80,19,14,11,4,2,3,1,3,3,3,Non,15 %,Non,3,3,1,17,5,Infra & Cloud,Y,Occasionnel,1,11
1178,1657,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,3,3,1,3,1,3,3,Non,19 %,Non,0,3,1,2,3,Transformation Digitale,Y,Occasionnel,2,2
1179,1658,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,80,11,11,8,4,3,2,2,3,3,3,Non,12 %,Non,1,2,1,3,3,Infra & Cloud,Y,Occasionnel,7,9
1180,1659,36,M,2013,Célibataire,Consulting,Consultant,2,80,15,4,3,1,3,1,2,3,3,3,Non,11 %,Non,0,4,1,7,3,Infra & Cloud,Y,Occasionnel,1,3
1181,1661,49,F,13966,Marié(e),Consulting,Manager,2,80,30,15,11,3,2,4,3,2,3,3,Oui,19 %,Non,1,3,1,6,1,Infra & Cloud,Y,Occasionnel,2,12
1182,1662,36,F,4374,Marié(e),Consulting,Tech Lead,0,80,4,3,2,4,2,2,3,3,3,3,Non,15 %,Non,0,6,1,1,4,Transformation Digitale,Y,Aucun,1,2
1183,1664,36,M,6842,Divorcé(e),Consulting,Manager,6,80,13,5,4,4,4,2,1,1,3,4,Non,20 %,Non,1,3,1,3,2,Infra & Cloud,Y,Occasionnel,0,4
1184,1665,54,F,17426,Marié(e),Consulting,Senior Manager,3,80,36,10,8,2,3,4,3,3,3,4,Non,25 %,Non,1,6,1,22,5,Transformation Digitale,Y,Occasionnel,4,7
1185,1666,43,M,17603,Marié(e),Consulting,Directeur Technique,1,80,14,14,10,3,2,4,3,1,3,4,Non,24 %,Non,1,3,1,15,2,Infra & Cloud,Y,Occasionnel,6,11
1186,1667,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,80,13,11,9,4,3,2,4,1,4,4,Oui,24 %,Oui,0,2,1,12,4,Autre,Y,Frequent,6,7
1187,1668,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,80,19,13,11,4,3,2,4,4,4,3,Non,15 %,Non,2,4,1,1,3,Infra & Cloud,Y,Frequent,2,9
1188,1669,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,0,1,2,2,2,2,2,3,Oui,13 %,Non,1,3,1,5,3,Transformation Digitale,Y,Occasionnel,0,9
1189,1670,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,2,4,3,2,4,3,3,3,Non,14 %,Non,2,5,1,2,4,Transformation Digitale,Y,Occasionnel,0,4
1190,1671,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,80,10,9,5,4,3,2,2,3,2,3,Non,13 %,Non,2,4,1,2,3,Transformation Digitale,Y,Occasionnel,1,6
1191,1673,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,80,10,10,0,1,3,2,4,1,3,3,Non,11 %,Non,2,2,1,5,4,Infra & Cloud,Y,Occasionnel,0,2
1192,1674,49,F,2587,Divorcé(e),Consulting,Consultant,4,80,17,2,2,4,3,1,1,2,2,3,Oui,16 %,Non,1,2,1,16,3,Transformation Digitale,Y,Occasionnel,2,2
1193,1675,38,F,2440,Célibataire,Consulting,Consultant,1,80,4,4,3,4,2,1,2,2,3,4,Non,22 %,Non,0,3,1,2,3,Transformation Digitale,Y,Frequent,3,3
1194,1676,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,80,29,3,2,2,4,4,2,3,3,3,Non,14 %,Non,3,2,1,2,4,Infra & Cloud,Y,Occasionnel,1,2
1195,1677,49,M,15379,Célibataire,Consulting,Senior Manager,4,80,23,8,7,3,3,4,3,1,3,3,Non,14 %,Non,0,2,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
1196,1678,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,80,21,2,0,4,3,3,3,4,3,3,Oui,16 %,Non,0,2,1,23,2,Infra & Cloud,Y,Occasionnel,0,2
1197,1680,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,1,1,3,3,Non,11 %,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,0,2
1198,1681,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,80,7,6,5,3,3,2,4,3,3,4,Oui,25 %,Non,1,2,1,16,3,Infra & Cloud,Y,Aucun,1,2
1199,1682,36,M,5347,Marié(e),Consulting,Manager,6,80,10,3,2,1,3,2,3,2,2,3,Non,14 %,Non,2,2,1,26,4,Infra & Cloud,Y,Occasionnel,0,2
1200,1683,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,8,2,2,3,3,1,4,1,3,3,Oui,18 %,Non,3,2,1,1,3,Infra & Cloud,Y,Occasionnel,2,2
1201,1684,23,M,3989,Célibataire,Consulting,Consultant,1,80,5,5,4,4,2,1,3,1,3,3,Oui,11 %,Oui,0,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2
1202,1687,38,F,3306,Marié(e),Consulting,Consultant,7,80,7,0,0,4,3,1,3,4,2,3,Non,19 %,Non,1,5,1,4,2,Transformation Digitale,Y,Occasionnel,0,0
1203,1689,53,M,7005,Marié(e),Consulting,Manager,3,80,11,4,3,2,4,3,4,3,3,3,Non,15 %,Non,0,2,1,24,4,Transformation Digitale,Y,Occasionnel,1,2
1204,1691,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,80,19,9,7,4,3,1,3,3,3,3,Oui,11 %,Oui,2,3,1,7,2,Transformation Digitale,Y,Frequent,7,7
1205,1692,32,M,1393,Célibataire,Consulting,Consultant,1,80,1,1,0,4,3,1,2,1,3,3,Non,12 %,Oui,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,0
1206,1693,26,M,2570,Célibataire,Consulting,Consultant,1,80,7,7,7,4,3,1,4,3,3,4,Non,20 %,Non,0,5,1,7,3,Transformation Digitale,Y,Aucun,5,7
1207,1694,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,80,8,4,2,1,2,1,2,4,3,3,Non,12 %,Non,1,1,1,22,3,Entrepreunariat,Y,Occasionnel,1,2
1208,1696,34,M,3986,Marié(e),Consulting,Consultant,1,80,15,15,10,2,2,2,4,3,4,3,Non,14 %,Non,1,3,1,5,2,Transformation Digitale,Y,Occasionnel,4,13
1209,1697,60,M,10883,Divorcé(e),Consulting,Manager,3,80,19,1,0,3,1,3,4,3,4,4,Non,20 %,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,0,0
1210,1698,33,M,2028,Marié(e),Consulting,Consultant,1,80,14,14,11,2,4,1,2,4,3,3,Non,18 %,Non,3,6,1,21,3,Transformation Digitale,Y,Occasionnel,2,13
1211,1700,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,3,3,1,2,4,3,2,3,Non,14 %,Non,2,2,1,1,4,Transformation Digitale,Y,Frequent,1,3
1212,1701,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9,2,2,1,4,2,3,3,Non,12 %,Non,0,3,1,19,3,Infra & Cloud,Y,Occasionnel,8,7
1213,1702,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,80,3,3,2,3,3,1,4,2,3,4,Oui,21 %,Oui,1,2,1,7,3,Infra & Cloud,Y,Occasionnel,0,2
1214,1703,44,F,7879,Marié(e),Consulting,Manager,1,80,9,8,7,3,4,3,4,2,3,3,Oui,19 %,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,7
1215,1704,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,80,6,5,4,1,2,1,4,3,4,3,Oui,14 %,Non,0,2,1,2,4,Transformation Digitale,Y,Frequent,1,4
1216,1706,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,4,3,2,4,1,3,3,Oui,17 %,Non,1,3,1,2,3,Transformation Digitale,Y,Occasionnel,8,8
1217,1707,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,3,4,1,3,4,3,3,Non,16 %,Non,1,1,1,9,3,Transformation Digitale,Y,Occasionnel,0,4
1218,1708,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,4,3,3,3,2,3,3,Non,12 %,Non,0,3,1,6,3,Marketing,Y,Occasionnel,8,7
1219,1709,29,F,2974,Marié(e),Consulting,Consultant,9,80,9,5,3,4,3,1,3,3,3,3,Non,17 %,Non,1,2,1,9,4,Transformation Digitale,Y,Occasionnel,1,2
1220,1710,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,80,17,13,7,3,3,2,4,3,2,3,Non,15 %,Non,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,6,7
1221,1712,45,M,10748,Marié(e),Consulting,Manager,3,80,25,23,15,3,2,3,3,4,2,4,Non,23 %,Non,1,3,1,1,1,Infra & Cloud,Y,Aucun,14,4
1222,1714,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,4,1,1,3,3,3,3,Non,11 %,Oui,1,2,1,22,1,Ressources Humaines,Y,Occasionnel,0,0
1223,1716,47,M,12936,Marié(e),Commercial,Cadre Commercial,7,80,25,23,5,3,1,4,3,3,1,3,Non,11 %,Oui,0,3,1,9,3,Infra & Cloud,Y,Frequent,14,10
1224,1718,26,M,2305,Marié(e),Consulting,Consultant,1,80,3,3,2,4,1,1,3,3,4,3,Non,15 %,Non,3,3,1,17,4,Transformation Digitale,Y,Occasionnel,0,2
1225,1719,45,F,16704,Célibataire,Consulting,Directeur Technique,1,80,21,21,6,4,2,4,2,3,3,3,Non,11 %,Non,0,2,1,28,2,Entrepreunariat,Y,Occasionnel,8,6
1226,1720,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,80,10,5,2,1,3,1,3,1,2,3,Non,13 %,Non,1,3,1,10,3,Infra & Cloud,Y,Frequent,1,3
1227,1721,31,M,3477,Marié(e),Consulting,Consultant,1,80,6,5,2,2,3,1,3,4,4,3,Non,14 %,Non,1,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,3
1228,1722,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,80,10,3,2,3,1,2,2,2,3,3,Non,19 %,Non,1,4,1,4,3,Ressources Humaines,Y,Aucun,1,2
1229,1724,40,F,6516,Marié(e),Consulting,Tech Lead,2,80,18,1,0,2,3,2,1,2,3,3,Oui,16 %,Non,1,3,1,8,2,Infra & Cloud,Y,Occasionnel,0,0
1230,1725,24,M,3907,Divorcé(e),Consulting,Consultant,1,80,6,6,2,2,3,1,1,2,4,3,Non,13 %,Non,3,2,1,29,1,Transformation Digitale,Y,Occasionnel,1,2
1231,1727,46,M,5562,Célibataire,Consulting,Manager,6,80,19,10,7,3,3,2,2,4,3,3,Non,14 %,Non,0,3,1,13,4,Infra & Cloud,Y,Occasionnel,0,9
1232,1728,35,M,6883,Marié(e),Consulting,Tech Lead,2,80,17,7,7,4,3,2,3,2,3,3,Non,16 %,Non,1,3,1,27,4,Infra & Cloud,Y,Occasionnel,0,7
1233,1729,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,80,10,10,0,2,3,1,4,2,2,3,Non,12 %,Non,1,2,1,16,1,Infra & Cloud,Y,Occasionnel,0,8
1234,1731,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,80,4,1,0,3,3,2,2,4,1,3,Non,11 %,Non,1,3,1,2,4,Marketing,Y,Aucun,0,0
1235,1732,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,80,13,10,6,3,3,3,4,2,2,3,Oui,12 %,Non,1,5,1,2,3,Infra & Cloud,Y,Occasionnel,0,3
1236,1733,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,80,16,2,2,2,2,2,1,2,3,3,Oui,13 %,Oui,3,3,1,13,5,Marketing,Y,Occasionnel,2,2
1237,1734,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,80,10,0,0,1,1,2,2,2,3,3,Non,15 %,Oui,0,2,1,1,2,Infra & Cloud,Y,Occasionnel,0,0
1238,1735,23,F,3295,Célibataire,Consulting,Consultant,1,80,3,3,2,3,3,1,2,3,1,3,Non,13 %,Non,0,3,1,4,1,Transformation Digitale,Y,Occasionnel,1,2
1239,1736,31,F,5238,Célibataire,Consulting,Tech Lead,2,80,9,5,4,4,3,2,4,4,2,4,Non,20 %,Non,0,3,1,24,1,Entrepreunariat,Y,Frequent,1,4
1240,1737,39,M,6472,Marié(e),Consulting,Consultant,1,80,9,9,8,4,3,2,4,4,3,3,Oui,15 %,Non,1,2,1,1,3,Infra & Cloud,Y,Aucun,5,8
1241,1739,32,M,9610,Marié(e),Commercial,Cadre Commercial,3,80,10,4,3,4,1,3,3,3,1,3,Non,13 %,Non,1,2,1,19,3,Infra & Cloud,Y,Occasionnel,0,2
1242,1740,40,M,19833,Célibataire,Commercial,Senior Manager,1,80,21,21,8,2,3,5,2,2,2,3,Non,14 %,Non,0,3,1,7,4,Transformation Digitale,Y,Occasionnel,12,8
1243,1744,45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,80,9,5,0,3,1,3,3,3,4,4,Non,21 %,Non,2,2,1,4,3,Infra & Cloud,Y,Occasionnel,0,3
1244,1745,30,F,4968,Célibataire,Consulting,Assistant de Direction,0,80,10,9,7,4,2,1,1,4,3,3,Non,16 %,Non,0,2,1,2,4,Entrepreunariat,Y,Frequent,0,7
1245,1746,24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,80,3,2,2,1,3,1,4,4,3,3,Non,14 %,Non,1,2,1,10,3,Transformation Digitale,Y,Frequent,2,1
1246,1747,30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,80,6,4,2,3,2,1,4,3,2,3,Non,11 %,Oui,1,0,1,8,3,Ressources Humaines,Y,Frequent,1,2
1247,1749,31,M,8346,Marié(e),Commercial,Cadre Commercial,1,80,6,5,2,1,3,2,3,3,3,3,Non,19 %,Non,1,3,1,5,3,Entrepreunariat,Y,Occasionnel,0,2
1248,1751,27,F,3445,Célibataire,Consulting,Assistant de Direction,1,80,6,6,2,3,3,1,4,3,2,3,Non,11 %,Non,0,5,1,8,3,Transformation Digitale,Y,Occasionnel,1,4
1249,1752,29,F,2760,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,2,1,1,2,3,3,3,Non,13 %,Oui,0,3,1,9,3,Marketing,Y,Occasionnel,2,2
1250,1753,29,M,6294,Célibataire,Consulting,Manager,8,80,10,3,2,4,4,2,3,4,4,3,Oui,12 %,Non,0,5,1,1,3,Infra & Cloud,Y,Frequent,0,2
1251,1754,30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,80,12,7,7,3,2,3,1,1,3,3,Non,11 %,Non,1,2,1,15,2,Marketing,Y,Occasionnel,1,7
1252,1755,34,M,2932,Marié(e),Consulting,Assistant de Direction,0,80,6,5,0,4,4,1,4,1,3,3,Oui,14 %,Non,3,3,1,2,4,Transformation Digitale,Y,Occasionnel,1,2
1253,1756,33,F,5147,Célibataire,Commercial,Cadre Commercial,8,80,13,11,7,4,3,2,2,4,2,3,Non,15 %,Non,0,2,1,2,3,Marketing,Y,Aucun,1,7
1254,1757,49,F,4507,Célibataire,Commercial,Cadre Commercial,3,80,8,5,1,4,3,2,4,3,4,3,Non,12 %,Non,0,1,1,11,4,Marketing,Y,Occasionnel,0,4
1255,1758,33,F,8564,Célibataire,Commercial,Cadre Commercial,2,80,11,0,0,1,3,3,1,3,2,4,Oui,20 %,Oui,0,2,1,16,3,Infra & Cloud,Y,Occasionnel,0,0
1256,1760,38,F,2468,Marié(e),Consulting,Consultant,4,80,9,6,1,3,2,1,2,2,2,3,Non,14 %,Non,1,4,1,2,2,Transformation Digitale,Y,Frequent,0,5
1257,1761,31,M,8161,Marié(e),Commercial,Cadre Commercial,2,80,10,1,0,1,3,3,3,1,3,3,Non,13 %,Oui,3,2,1,16,4,Marketing,Y,Occasionnel,0,0
1258,1762,29,F,2109,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0,4,2,1,1,3,3,3,Non,13 %,Non,1,2,1,4,3,Entrepreunariat,Y,Occasionnel,0,0
1259,1763,30,M,5294,Marié(e),Consulting,Manager,3,80,10,7,0,3,4,2,3,3,3,3,Non,16 %,Non,1,3,1,16,3,Infra & Cloud,Y,Occasionnel,1,7
1260,1764,32,M,2718,Célibataire,Consulting,Assistant de Direction,2,80,12,7,7,2,3,1,2,2,3,3,Non,14 %,Non,0,3,1,5,4,Entrepreunariat,Y,Aucun,0,7
1261,1766,38,M,5811,Marié(e),Consulting,Manager,3,80,15,1,0,2,1,2,4,3,3,3,Oui,16 %,Non,1,2,1,18,3,Transformation Digitale,Y,Occasionnel,1,0
1262,1767,43,M,2437,Marié(e),Consulting,Assistant de Direction,9,80,6,1,0,3,2,1,3,4,3,3,Oui,16 %,Oui,1,4,1,17,3,Entrepreunariat,Y,Frequent,0,0
1263,1768,42,M,2766,Divorcé(e),Consulting,Consultant,8,80,7,5,3,2,3,1,2,2,2,4,Non,22 %,Non,3,6,1,12,3,Transformation Digitale,Y,Occasionnel,0,4
1264,1770,55,M,19038,Marié(e),Consulting,Directeur Technique,8,80,34,1,0,3,2,5,1,2,3,3,Non,12 %,Non,3,2,1,2,3,Transformation Digitale,Y,Occasionnel,0,0
1265,1771,33,M,3055,Divorcé(e),Consulting,Assistant de Direction,5,80,11,9,8,4,3,2,2,4,2,3,Non,15 %,Non,2,2,1,4,3,Entrepreunariat,Y,Aucun,1,7
1266,1772,41,M,2289,Divorcé(e),Consulting,Consultant,1,80,5,5,3,3,3,1,1,2,3,4,Non,20 %,Non,2,2,1,9,4,Infra & Cloud,Y,Occasionnel,0,4
1267,1774,34,M,4001,Divorcé(e),Commercial,Cadre Commercial,1,80,15,15,14,4,3,2,3,3,3,3,Oui,14 %,Non,1,3,1,10,3,Infra & Cloud,Y,Aucun,0,7
